peirama,accuracy,vasi_panta_5,balanced_accuracy,roc_auc,lathi_eidikou,lathi_kyriou,diorthomena_apo_eidiko
eidikos_5_enantion_1049,0.9844,0.7722,0.9759,0.9968,266,252,31
